School Name,School Type,School Level,Regents Exam,Year,Total Tested,Mean Score,Number Scoring Below 65,Percent Scoring Below 65,Number Scoring 65 or Above,Percent Scoring 65 or Above,Number Scoring 80 or Above,Percent Scoring 80 or Above,Number Scoring CR,Percent Scoring CR,Mean Score_zscore,Percent Scoring Below 65_zscore,Percent Scoring 65 or Above_zscore,Percent Scoring 80 or Above_zscore,Percent Scoring CR_zscore,Mean_Score_within_SchoolType_zscore,Zip Code
Bronx Collegiate Academy,General Academic,High school,Common Core Algebra,2018,167,59.1,107.0,64.1,60.0,35.9,1.0,0.6,30.0,18.0,-0.57,0.77,-0.77,-0.8,-0.71,-0.63,10451
Bronx Collegiate Academy,General Academic,High school,Common Core Algebra2,2018,32,66.2,8.0,25.0,24.0,75.0,0.0,0.0,24.0,75.0,0.07,-0.59,0.59,-0.82,1.13,0.0,10451
Bronx Collegiate Academy,General Academic,High school,Common Core English,2018,180,58.0,89.0,49.4,91.0,50.6,21.0,11.7,41.0,22.8,-0.67,0.26,-0.26,-0.37,-0.56,-0.73,10451
Bronx Collegiate Academy,General Academic,High school,Common Core Geometry,2018,31,59.8,17.0,54.8,14.0,45.2,0.0,0.0,8.0,25.8,-0.51,0.45,-0.45,-0.82,-0.46,-0.57,10451
Bronx Collegiate Academy,General Academic,High school,Common Core Algebra,2019,192,62.0,95.0,49.5,97.0,50.5,6.0,3.1,64.0,33.3,-0.31,0.26,-0.26,-0.7,-0.22,-0.37,10451
Bronx Collegiate Academy,General Academic,High school,Common Core Algebra2,2019,59,56.2,38.0,64.4,21.0,35.6,0.0,0.0,21.0,35.6,-0.83,0.78,-0.78,-0.82,-0.14,-0.88,10451
Bronx Collegiate Academy,General Academic,High school,Common Core English,2019,232,62.2,91.0,39.2,141.0,60.8,46.0,19.8,70.0,30.2,-0.29,-0.1,0.1,-0.06,-0.32,-0.35,10451
Bronx Collegiate Academy,General Academic,High school,Common Core Geometry,2019,27,64.7,9.0,33.3,18.0,66.7,2.0,7.4,9.0,33.3,-0.07,-0.3,0.3,-0.53,-0.22,-0.13,10451
Eagle Academy for Young Men,General Academic,Secondary School,Common Core Algebra,2015,66,63.5,24.0,36.4,42.0,63.6,0.0,0.0,22.0,33.3,-0.18,-0.2,0.2,-0.82,-0.22,-0.24,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core English,2015,33,68.2,12.0,36.4,21.0,63.6,7.0,21.2,11.0,33.3,0.25,-0.2,0.2,-0.0,-0.22,0.18,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core Geometry,2015,17,46.7,16.0,94.1,1.0,5.9,0.0,0.0,0.0,0.0,-1.69,1.82,-1.82,-0.82,-1.29,-1.73,10001
Eagle Academy for Young Men,General Academic,Secondary School,English,2015,95,66.8,30.0,31.6,65.0,68.4,12.0,12.6,28.0,29.5,0.12,-0.36,0.36,-0.33,-0.34,0.05,10001
Eagle Academy for Young Men,General Academic,Secondary School,Geometry,2015,33,57.8,24.0,72.7,9.0,27.3,1.0,3.0,1.0,3.0,-0.69,1.07,-1.07,-0.7,-1.2,-0.74,10001
Eagle Academy for Young Men,General Academic,Secondary School,Integrated Algebra,2015,96,60.4,58.0,60.4,38.0,39.6,6.0,6.3,6.0,6.3,-0.46,0.64,-0.64,-0.58,-1.09,-0.51,10001
Eagle Academy for Young Men,General Academic,Secondary School,Algebra2/Trigonometry,2016,15,47.3,13.0,86.7,2.0,13.3,1.0,6.7,1.0,6.7,-1.63,1.56,-1.56,-0.56,-1.08,-1.67,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core Algebra,2016,143,61.7,76.0,53.1,67.0,46.9,10.0,7.0,41.0,28.7,-0.34,0.39,-0.39,-0.55,-0.37,-0.4,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core English,2016,90,68.8,23.0,25.6,67.0,74.4,36.0,40.0,45.0,50.0,0.3,-0.57,0.57,0.72,0.32,0.23,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core Geometry,2016,46,53.1,36.0,78.3,10.0,21.7,0.0,0.0,5.0,10.9,-1.11,1.27,-1.27,-0.82,-0.94,-1.16,10001
Eagle Academy for Young Men,General Academic,Secondary School,English,2016,12,62.8,6.0,50.0,6.0,50.0,0.0,0.0,1.0,8.3,-0.24,0.28,-0.28,-0.82,-1.03,-0.3,10001
Eagle Academy for Young Men,General Academic,Secondary School,Geometry,2016,6,51.5,4.0,66.7,2.0,33.3,1.0,16.7,1.0,16.7,-1.26,0.86,-0.86,-0.18,-0.75,-1.3,10001
Eagle Academy for Young Men,General Academic,Secondary School,Integrated Algebra,2016,13,55.0,11.0,84.6,2.0,15.4,0.0,0.0,0.0,0.0,-0.94,1.49,-1.49,-0.82,-1.29,-0.99,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core Algebra,2017,183,60.8,100.0,54.6,83.0,45.4,7.0,3.8,47.0,25.7,-0.42,0.44,-0.44,-0.67,-0.46,-0.48,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core English,2017,113,68.5,31.0,27.4,82.0,72.6,22.0,19.5,44.0,38.9,0.27,-0.51,0.51,-0.07,-0.04,0.2,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core Geometry,2017,31,51.9,30.0,96.8,1.0,3.2,0.0,0.0,0.0,0.0,-1.22,1.91,-1.91,-0.82,-1.29,-1.27,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core Algebra,2018,161,57.2,113.0,70.2,48.0,29.8,2.0,1.2,20.0,12.4,-0.74,0.98,-0.98,-0.77,-0.89,-0.8,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core Algebra2,2018,8,46.1,7.0,87.5,1.0,12.5,0.0,0.0,1.0,12.5,-1.74,1.59,-1.59,-0.82,-0.89,-1.78,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core English,2018,82,63.0,32.0,39.0,50.0,61.0,19.0,23.2,29.0,35.4,-0.22,-0.11,0.11,0.07,-0.15,-0.28,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core Geometry,2018,67,48.1,63.0,94.0,4.0,6.0,0.0,0.0,2.0,3.0,-1.56,1.82,-1.82,-0.82,-1.2,-1.6,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core Algebra,2019,174,58.6,102.0,58.6,72.0,41.4,4.0,2.3,43.0,24.7,-0.62,0.58,-0.58,-0.73,-0.5,-0.67,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core Algebra2,2019,11,57.6,8.0,72.7,3.0,27.3,1.0,9.1,3.0,27.3,-0.71,1.07,-1.07,-0.47,-0.41,-0.76,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core English,2019,84,71.9,12.0,14.3,72.0,85.7,25.0,29.8,42.0,50.0,0.58,-0.97,0.97,0.33,0.32,0.51,10001
Eagle Academy for Young Men,General Academic,Secondary School,Common Core Geometry,2019,41,50.6,32.0,78.0,9.0,22.0,0.0,0.0,4.0,9.8,-1.34,1.26,-1.26,-0.82,-0.98,-1.38,10001
I.S. 232,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2015,59,67.6,11.0,18.6,48.0,81.4,1.0,1.7,27.0,45.8,0.19,-0.82,0.82,-0.75,0.19,0.12,10001
I.S. 232,General Academic,Junior High-Intermediate-Middle,Common Core Geometry,2015,20,61.9,14.0,70.0,6.0,30.0,0.0,0.0,4.0,20.0,-0.32,0.98,-0.98,-0.82,-0.65,-0.38,10001
I.S. 232,General Academic,Junior High-Intermediate-Middle,Geometry,2015,20,73.9,2.0,10.0,18.0,90.0,4.0,20.0,4.0,20.0,0.76,-1.12,1.12,-0.05,-0.65,0.68,10001
I.S. 232,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2016,55,67.9,14.0,25.5,41.0,74.5,8.0,14.5,29.0,52.7,0.22,-0.58,0.58,-0.26,0.41,0.15,10001
I.S. 232,General Academic,Junior High-Intermediate-Middle,Common Core Geometry,2016,25,63.4,15.0,60.0,10.0,40.0,0.0,0.0,3.0,12.0,-0.18,0.63,-0.63,-0.82,-0.91,-0.25,10001
I.S. 232,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2018,27,69.6,9.0,33.3,18.0,66.7,7.0,25.9,16.0,59.3,0.37,-0.3,0.3,0.18,0.62,0.3,10001
I.S. 232,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2019,13,74.8,2.0,15.4,11.0,84.6,2.0,15.4,9.0,69.2,0.84,-0.93,0.93,-0.23,0.94,0.76,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Algebra2/Trigonometry,2015,48,56.5,30.0,62.5,18.0,37.5,6.0,12.5,6.0,12.5,-0.81,0.72,-0.72,-0.34,-0.89,-0.86,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Algebra,2015,141,62.4,75.0,53.2,66.0,46.8,3.0,2.1,19.0,13.5,-0.27,0.39,-0.39,-0.74,-0.86,-0.34,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core English,2015,26,71.5,6.0,23.1,20.0,76.9,8.0,30.8,13.0,50.0,0.54,-0.66,0.66,0.37,0.32,0.47,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Geometry,2015,19,65.3,8.0,42.1,11.0,57.9,3.0,15.8,9.0,47.4,-0.01,0.0,-0.0,-0.21,0.24,-0.08,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,English,2015,96,73.1,16.0,16.7,80.0,83.3,29.0,30.2,48.0,50.0,0.69,-0.88,0.88,0.34,0.32,0.61,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Geometry,2015,24,74.8,3.0,12.5,21.0,87.5,7.0,29.2,7.0,29.2,0.84,-1.03,1.03,0.3,-0.35,0.76,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Integrated Algebra,2015,73,69.0,18.0,24.7,55.0,75.3,12.0,16.4,12.0,16.4,0.32,-0.61,0.61,-0.19,-0.76,0.25,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Algebra2/Trigonometry,2016,49,54.9,35.0,71.4,14.0,28.6,3.0,6.1,3.0,6.1,-0.95,1.03,-1.03,-0.58,-1.1,-1.0,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Algebra,2016,187,69.7,45.0,24.1,142.0,75.9,30.0,16.0,114.0,61.0,0.38,-0.63,0.63,-0.2,0.68,0.31,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Algebra2,2016,46,59.0,29.0,63.0,17.0,37.0,1.0,2.2,17.0,37.0,-0.58,0.73,-0.73,-0.73,-0.1,-0.64,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core English,2016,95,76.8,13.0,13.7,82.0,86.3,53.0,55.8,67.0,70.5,1.02,-0.99,0.99,1.33,0.98,0.94,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Geometry,2016,22,71.2,3.0,13.6,19.0,86.4,1.0,4.5,12.0,54.5,0.52,-0.99,0.99,-0.65,0.47,0.44,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Algebra2/Trigonometry,2017,14,50.4,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.36,2.03,-2.03,-0.82,-1.29,-1.4,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Algebra,2017,137,67.8,50.0,36.5,87.0,63.5,13.0,9.5,66.0,48.2,0.21,-0.19,0.19,-0.45,0.26,0.14,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Algebra2,2017,60,62.7,28.0,46.7,32.0,53.3,1.0,1.7,32.0,53.3,-0.25,0.16,-0.16,-0.75,0.43,-0.31,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core English,2017,97,76.7,14.0,14.4,83.0,85.6,58.0,59.8,66.0,68.0,1.01,-0.97,0.97,1.48,0.9,0.93,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Geometry,2017,27,69.4,7.0,25.9,20.0,74.1,2.0,7.4,13.0,48.1,0.36,-0.56,0.56,-0.53,0.26,0.28,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Algebra,2018,147,66.2,49.0,33.3,98.0,66.7,8.0,5.4,66.0,44.9,0.07,-0.3,0.3,-0.61,0.16,0.0,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Algebra2,2018,64,65.5,24.0,37.5,40.0,62.5,2.0,3.1,40.0,62.5,0.0,-0.16,0.16,-0.7,0.72,-0.06,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core English,2018,84,69.9,24.0,28.6,60.0,71.4,29.0,34.5,40.0,47.6,0.4,-0.47,0.47,0.51,0.24,0.33,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Geometry,2018,34,70.4,8.0,23.5,26.0,76.5,5.0,14.7,20.0,58.8,0.45,-0.65,0.65,-0.25,0.61,0.37,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Algebra,2019,135,69.6,34.0,25.2,101.0,74.8,15.0,11.1,81.0,60.0,0.37,-0.59,0.59,-0.39,0.64,0.3,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Algebra2,2019,30,67.2,8.0,26.7,22.0,73.3,1.0,3.3,22.0,73.3,0.16,-0.54,0.54,-0.69,1.07,0.09,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core English,2019,150,73.9,25.0,16.7,125.0,83.3,49.0,32.7,77.0,51.3,0.76,-0.88,0.88,0.44,0.36,0.68,10001
Urban Assembly School for Applied Math and Science,General Academic,Secondary School,Common Core Geometry,2019,66,58.0,39.0,59.1,27.0,40.9,5.0,7.6,22.0,33.3,-0.67,0.6,-0.6,-0.53,-0.22,-0.73,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Algebra2/Trigonometry,2015,56,58.8,31.0,55.4,25.0,44.6,8.0,14.3,8.0,14.3,-0.6,0.47,-0.47,-0.27,-0.83,-0.65,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Algebra,2015,168,56.8,130.0,77.4,38.0,22.6,0.0,0.0,11.0,6.5,-0.78,1.24,-1.24,-0.82,-1.08,-0.83,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core English,2015,130,72.5,26.0,20.0,104.0,80.0,48.0,36.9,72.0,55.4,0.63,-0.77,0.77,0.6,0.5,0.56,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Geometry,2015,106,47.9,94.0,88.7,12.0,11.3,0.0,0.0,7.0,6.6,-1.58,1.63,-1.63,-0.82,-1.08,-1.62,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,English,2015,129,67.4,48.0,37.2,81.0,62.8,31.0,24.0,50.0,38.8,0.18,-0.17,0.17,0.1,-0.04,0.11,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Geometry,2015,121,50.5,98.0,81.0,23.0,19.0,0.0,0.0,0.0,0.0,-1.35,1.36,-1.36,-0.82,-1.29,-1.39,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Integrated Algebra,2015,106,63.0,56.0,52.8,50.0,47.2,5.0,4.7,5.0,4.7,-0.22,0.38,-0.38,-0.64,-1.14,-0.28,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Algebra2/Trigonometry,2016,39,46.9,35.0,89.7,4.0,10.3,1.0,2.6,1.0,2.6,-1.67,1.67,-1.67,-0.72,-1.21,-1.71,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Algebra,2016,178,66.4,51.0,28.7,127.0,71.3,10.0,5.6,68.0,38.2,0.09,-0.47,0.47,-0.6,-0.06,0.02,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core English,2016,115,74.9,25.0,21.7,90.0,78.3,63.0,54.8,74.0,64.3,0.85,-0.71,0.71,1.29,0.78,0.77,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Geometry,2016,77,48.5,67.0,87.0,10.0,13.0,0.0,0.0,5.0,6.5,-1.53,1.57,-1.57,-0.82,-1.08,-1.57,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,English,2016,18,54.1,12.0,66.7,6.0,33.3,0.0,0.0,1.0,5.6,-1.02,0.86,-0.86,-0.82,-1.11,-1.07,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Geometry,2016,15,43.6,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.97,2.03,-2.03,-0.82,-1.29,-2.0,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Integrated Algebra,2016,6,58.0,4.0,66.7,2.0,33.3,1.0,16.7,1.0,16.7,-0.67,0.86,-0.86,-0.18,-0.75,-0.73,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Algebra,2017,148,66.8,52.0,35.1,96.0,64.9,22.0,14.9,65.0,43.9,0.12,-0.24,0.24,-0.25,0.12,0.05,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Algebra2,2017,57,55.4,44.0,77.2,13.0,22.8,1.0,1.8,13.0,22.8,-0.91,1.23,-1.23,-0.75,-0.56,-0.96,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core English,2017,107,74.6,13.0,12.1,94.0,87.9,49.0,45.8,63.0,58.9,0.82,-1.05,1.05,0.94,0.61,0.75,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Geometry,2017,82,56.4,57.0,69.5,25.0,30.5,0.0,0.0,17.0,20.7,-0.82,0.96,-0.96,-0.82,-0.63,-0.87,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Algebra,2018,121,67.4,35.0,28.9,86.0,71.1,17.0,14.0,66.0,54.5,0.18,-0.46,0.46,-0.28,0.47,0.11,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Algebra2,2018,68,57.4,46.0,67.6,22.0,32.4,0.0,0.0,22.0,32.4,-0.73,0.89,-0.89,-0.82,-0.25,-0.78,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core English,2018,103,67.2,32.0,31.1,71.0,68.9,26.0,25.2,39.0,37.9,0.16,-0.38,0.38,0.15,-0.07,0.09,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Geometry,2018,80,52.3,56.0,70.0,24.0,30.0,3.0,3.8,14.0,17.5,-1.18,0.98,-0.98,-0.67,-0.73,-1.23,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Algebra,2019,120,68.5,33.0,27.5,87.0,72.5,23.0,19.2,68.0,56.7,0.27,-0.51,0.51,-0.08,0.54,0.2,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Algebra2,2019,58,60.9,36.0,62.1,22.0,37.9,2.0,3.4,22.0,37.9,-0.41,0.7,-0.7,-0.69,-0.07,-0.47,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core English,2019,142,77.2,16.0,11.3,126.0,88.7,74.0,52.1,92.0,64.8,1.06,-1.07,1.07,1.18,0.8,0.98,10001
Eximius College Preparatory Academy: A College Boa,General Academic,High school,Common Core Geometry,2019,84,59.9,46.0,54.8,38.0,45.2,9.0,10.7,24.0,28.6,-0.5,0.45,-0.45,-0.41,-0.37,-0.56,10001
Mott Hall Bronx High School,General Academic,High school,Algebra2/Trigonometry,2015,26,45.7,23.0,88.5,3.0,11.5,0.0,0.0,0.0,0.0,-1.78,1.62,-1.62,-0.82,-1.29,-1.82,10451
Mott Hall Bronx High School,General Academic,High school,Common Core Algebra,2015,160,58.3,108.0,67.5,52.0,32.5,0.0,0.0,18.0,11.3,-0.64,0.89,-0.89,-0.82,-0.93,-0.7,10451
Mott Hall Bronx High School,General Academic,High school,Common Core English,2015,105,71.3,30.0,28.6,75.0,71.4,35.0,33.3,55.0,52.4,0.53,-0.47,0.47,0.46,0.4,0.45,10451
Mott Hall Bronx High School,General Academic,High school,Common Core Geometry,2015,69,48.0,66.0,95.7,3.0,4.3,0.0,0.0,1.0,1.4,-1.57,1.88,-1.88,-0.82,-1.25,-1.61,10451
Mott Hall Bronx High School,General Academic,High school,English,2015,96,71.4,23.0,24.0,73.0,76.0,25.0,26.0,46.0,47.9,0.54,-0.63,0.63,0.18,0.25,0.46,10451
Mott Hall Bronx High School,General Academic,High school,Geometry,2015,64,50.9,57.0,89.1,7.0,10.9,0.0,0.0,0.0,0.0,-1.31,1.64,-1.64,-0.82,-1.29,-1.35,10451
Mott Hall Bronx High School,General Academic,High school,Integrated Algebra,2015,82,63.6,41.0,50.0,41.0,50.0,9.0,11.0,9.0,11.0,-0.17,0.28,-0.28,-0.4,-0.94,-0.23,10451
Mott Hall Bronx High School,General Academic,High school,Algebra2/Trigonometry,2016,8,42.0,7.0,87.5,1.0,12.5,0.0,0.0,0.0,0.0,-2.11,1.59,-1.59,-0.82,-1.29,-2.14,10451
Mott Hall Bronx High School,General Academic,High school,Common Core Algebra,2016,113,65.6,50.0,44.2,63.0,55.8,9.0,8.0,50.0,44.2,0.01,0.08,-0.08,-0.51,0.13,-0.05,10451
Mott Hall Bronx High School,General Academic,High school,Common Core Algebra2,2016,7,48.7,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.51,2.03,-2.03,-0.82,-1.29,-1.55,10451
Mott Hall Bronx High School,General Academic,High school,Common Core English,2016,104,73.1,22.0,21.2,82.0,78.8,49.0,47.1,60.0,57.7,0.69,-0.73,0.73,0.99,0.57,0.61,10451
Mott Hall Bronx High School,General Academic,High school,Common Core Geometry,2016,64,52.8,54.0,84.4,10.0,15.6,0.0,0.0,7.0,10.9,-1.14,1.48,-1.48,-0.82,-0.94,-1.19,10451
Mott Hall Bronx High School,General Academic,High school,English,2016,8,63.6,4.0,50.0,4.0,50.0,0.0,0.0,1.0,12.5,-0.17,0.28,-0.28,-0.82,-0.89,-0.23,10451
Mott Hall Bronx High School,General Academic,High school,Common Core Algebra,2017,95,65.8,38.0,40.0,57.0,60.0,15.0,15.8,46.0,48.4,0.03,-0.07,0.07,-0.21,0.27,-0.03,10451
Mott Hall Bronx High School,General Academic,High school,Common Core Algebra2,2017,48,50.6,47.0,97.9,1.0,2.1,0.0,0.0,1.0,2.1,-1.34,1.95,-1.95,-0.82,-1.23,-1.38,10451
Mott Hall Bronx High School,General Academic,High school,Common Core English,2017,102,76.9,7.0,6.9,95.0,93.1,51.0,50.0,64.0,62.7,1.03,-1.23,1.23,1.1,0.73,0.95,10451
Mott Hall Bronx High School,General Academic,High school,Common Core Algebra,2018,142,61.3,75.0,52.8,67.0,47.2,2.0,1.4,49.0,34.5,-0.37,0.38,-0.38,-0.77,-0.18,-0.43,10451
Mott Hall Bronx High School,General Academic,High school,Common Core Algebra2,2018,31,54.3,23.0,74.2,8.0,25.8,0.0,0.0,8.0,25.8,-1.0,1.12,-1.12,-0.82,-0.46,-1.05,10451
Mott Hall Bronx High School,General Academic,High school,Common Core English,2018,105,74.0,18.0,17.1,87.0,82.9,46.0,43.8,57.0,54.3,0.77,-0.87,0.87,0.87,0.46,0.69,10451
Mott Hall Bronx High School,General Academic,High school,Common Core Algebra,2019,153,62.8,75.0,49.0,78.0,51.0,8.0,5.2,47.0,30.7,-0.24,0.24,-0.24,-0.62,-0.3,-0.3,10451
Mott Hall Bronx High School,General Academic,High school,Common Core Algebra2,2019,40,53.9,31.0,77.5,9.0,22.5,1.0,2.5,9.0,22.5,-1.04,1.24,-1.24,-0.72,-0.57,-1.09,10451
Mott Hall Bronx High School,General Academic,High school,Common Core English,2019,114,77.0,19.0,16.7,95.0,83.3,57.0,50.0,73.0,64.0,1.04,-0.88,0.88,1.1,0.77,0.96,10451
Bronx Center for Science and Mathematics,General Academic,High school,Algebra2/Trigonometry,2015,107,66.5,43.0,40.2,64.0,59.8,23.0,21.5,23.0,21.5,0.09,-0.06,0.06,0.01,-0.6,0.03,10451
Bronx Center for Science and Mathematics,General Academic,High school,Common Core Algebra,2015,69,65.4,20.0,29.0,49.0,71.0,1.0,1.4,33.0,47.8,-0.0,-0.45,0.45,-0.77,0.25,-0.07,10451
Bronx Center for Science and Mathematics,General Academic,High school,Common Core English,2015,123,84.9,5.0,4.1,118.0,95.9,90.0,73.2,101.0,82.1,1.75,-1.32,1.32,2.0,1.36,1.66,10451
Bronx Center for Science and Mathematics,General Academic,High school,Common Core Geometry,2015,96,69.2,31.0,32.3,65.0,67.7,21.0,21.9,53.0,55.2,0.34,-0.34,0.34,0.02,0.49,0.27,10451
Bronx Center for Science and Mathematics,General Academic,High school,Geometry,2015,109,75.2,19.0,17.4,90.0,82.6,47.0,43.1,47.0,43.1,0.88,-0.86,0.86,0.84,0.1,0.8,10451
Bronx Center for Science and Mathematics,General Academic,High school,Integrated Algebra,2015,86,73.1,16.0,18.6,70.0,81.4,25.0,29.1,25.0,29.1,0.69,-0.82,0.82,0.3,-0.35,0.61,10451
Bronx Center for Science and Mathematics,General Academic,High school,Algebra2/Trigonometry,2016,79,50.6,68.0,86.1,11.0,13.9,3.0,3.8,3.0,3.8,-1.34,1.54,-1.54,-0.67,-1.17,-1.38,10451
Bronx Center for Science and Mathematics,General Academic,High school,Common Core Algebra,2016,145,71.7,27.0,18.6,118.0,81.4,35.0,24.1,100.0,69.0,0.56,-0.82,0.82,0.11,0.93,0.49,10451
Bronx Center for Science and Mathematics,General Academic,High school,Common Core Algebra2,2016,84,67.6,24.0,28.6,60.0,71.4,4.0,4.8,60.0,71.4,0.19,-0.47,0.47,-0.63,1.01,0.12,10451
Bronx Center for Science and Mathematics,General Academic,High school,Common Core English,2016,124,81.7,11.0,8.9,113.0,91.1,90.0,72.6,98.0,79.0,1.46,-1.16,1.16,1.97,1.26,1.37,10451
Bronx Center for Science and Mathematics,General Academic,High school,Common Core Geometry,2016,91,68.9,22.0,24.2,69.0,75.8,15.0,16.5,52.0,57.1,0.31,-0.62,0.62,-0.18,0.55,0.24,10451
Bronx Center for Science and Mathematics,General Academic,High school,Integrated Algebra,2016,29,69.0,7.0,24.1,22.0,75.9,4.0,13.8,4.0,13.8,0.32,-0.63,0.63,-0.29,-0.85,0.25,10451
Bronx Center for Science and Mathematics,General Academic,High school,Algebra2/Trigonometry,2017,10,45.4,9.0,90.0,1.0,10.0,0.0,0.0,0.0,0.0,-1.81,1.68,-1.68,-0.82,-1.29,-1.84,10451
Bronx Center for Science and Mathematics,General Academic,High school,Common Core Algebra,2017,134,71.4,32.0,23.9,102.0,76.1,45.0,33.6,91.0,67.9,0.54,-0.63,0.63,0.47,0.9,0.46,10451
